         7221921 function calls (6871246 primitive calls) in 34.186 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      241    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:69(make_literal_wrapper)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:334(set_handler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:1172(splittag)
       51    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:210(_acquireLock)
       48    0.000    0.000    0.000    0.000 /build/buildd/python2.7-2.7.6/Modules/pyexpat.c:810(Comment)
        5    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:480(form)
       31    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:766(_url_decode_impl)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:778(render)
      205    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/process.py:161(name)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/re.py:164(split)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:548(url_fix)
       37    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:784(do_in_draft)
     1298    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:70(<lambda>)
       29    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:355(<lambda>)
     1239    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5187(<genexpr>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:149(lexists)
        5    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:339(_load_form_data)
       47    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:883(__getitem__)
       33    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:780(<dictcomp>)
       20    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:336(read)
      535    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:669(_description_sortable)
       68    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:38(_remove)
    46/23    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/query.py:138(add_joins_for_table)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1076(add)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:675(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/locale.py:347(_replace_encoding)
       93    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/exceptions.py:85(__init__)
        3    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:762(user)
      151    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:2094(contains)
       25    0.000    0.000    0.000    0.000 /usr/lib/python2.7/functools.py:17(update_wrapper)
      379    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:92(__len__)
      173    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:252(address_string)
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:1161(get_recurrent_ids)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1059(__contains__)
      212    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:472(isstring)
       60    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:257(_split_host)
      198    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:45(__init__)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1380(cache_control)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:507(on_connect)
       47    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:692(__next__)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:56(host)
        5    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:198(__set__)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1836(to_header)
       81    0.000    0.000    0.000    0.000 /build/buildd/python2.7-2.7.6/Modules/pyexpat.c:839(DefaultHandlerExpand)
      239    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_model.py:714(check)
       38    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:701(is_reified_group)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:160(get_content_length)
      173    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/service/wsgi_server.py:143(wsgi_xmlrpc)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:135(next)
        4    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3220(<setcomp>)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1449(setup_lang)
      726    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:12(<lambda>)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:216(dump_header)
       57    0.000    0.000    0.000    0.000 /usr/lib/python2.7/glob.py:94(has_magic)
       90    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:860(__init__)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1904(__init__)
      155    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/lxml-3.4.4-py2.7-linux-x86_64.egg/lxml/html/__init__.py:590(lookup)
       26    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1272(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:166(new)
      225    0.000    0.000    0.000    0.000 /usr/lib/python2.7/markupbase.py:37(reset)
       48    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1551(_comment)
       24    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1047(close)
       44    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:917(_sql_names)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:365(abspath)
       24    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:1254(load_stop)
      504    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:126(__len__)
       24    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:158(is_valid_key)
      157    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/pytz-2015.4-py2.7.egg/pytz/tzinfo.py:39(memorized_ttinfo)
       44    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:227(memoize)
       25    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:480(save_string)
      120    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:244(_split_netloc)
      115    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1481(_description_domain)
      149    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:513(_opener)
      218    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5291(<lambda>)
       74    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:772(_do_in_mode)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:210(get_query_string)
        9    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_http.py:72(_auth_method_none)
       12    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:528(url_unquote_plus)
       98    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1261(<lambda>)
       30    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1650(close)
      196    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:597(get_rules)
        3    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:785(remove_entity_headers)
        9    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:874(distribute_branding)
       50    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/lru.py:31(__contains__)
        4    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/__init__.py:1308(ab64_decode)
       15    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:546(to_dict)
       21    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:624(get_converter)
       71    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1130(proxy)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:4547(_generate_m2o_order_by)
      205    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/process.py:59(current_process)
       81    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1567(_default)
        3    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:153(quote_header_value)
       66    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/orm.py:77(simplify_modifiers)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:526(headers)
       27    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:289(_encode_idna)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:384(parse_cache_control_header)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/utils.py:208(parsedate_tz)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/handlers.py:1201(__init__)
       30    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:237(fs2web)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/context.py:2250(_get_or_identify_record)
       60    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:249(_split_auth)
      102    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1450(to_html)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_http.py:179(_postprocess_args)
      140    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5749(<genexpr>)
       87    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1098(_validate_value)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:1534(_cookies_from_attrs_set)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:104(raw_username)
       98    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:924(<dictcomp>)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:866(first_arg_is_req)
       11    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:492(save_unicode)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/base64.py:59(b64decode)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:758(make_response)
        4    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:618(db_connect)
      510    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_menu.py:404(<genexpr>)
      173    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:272(_getclosed)
       98    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1263(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/_parseaddr.py:45(parsedate_tz)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/context.py:1433(identify_record)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/config.py:684(addons_data_dir)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:421(context_get)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/test.py:521(get_environ)
      174    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/billiard-3.3.0.21-py2.7-linux-x86_64.egg/billiard/process.py:44(current_process)
      122    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:83(closegroup)
       96    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:234(_cookie_unquote)
       25    0.000    0.000    0.000    0.000 /usr/lib/python2.7/functools.py:39(wraps)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:124(rng)
       98    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:797(match_compare_key)
       24    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:974(iter_encoded)
      164    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:1442(_cookie_from_cookie_tuple)
        2    0.000    0.000    0.000    0.000 <string>:1(_context_get)
      106    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:67(__init__)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1231(session_gc)
        6    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:713(to_ids)
       48    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:870(marker)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/pytz-2015.4-py2.7.egg/pytz/__init__.py:79(open_resource)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:209(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/__init__.py:49(normalize_encoding)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/handlers.py:1009(__init__)
       72    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:1018(load_empty_dictionary)
       13    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:1066(sanitize_binary_value)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:120(raw_password)
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_abcoll.py:367(__contains__)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:1238(<lambda>)
       29    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:68(_get_environ)
        3    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1033(pop)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/__init__.py:249(consteq)
    48/46    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:80(_iter_encoded)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/pbkdf2.py:205(get_prf)
       16    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:883(__init__)
       38    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:695(is_boolean_group)
        4    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:595(dsn)
       13    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:89(split)
       21    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:933(__init__)
       29    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:104(values)
        7    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5977(contains)
      149    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:506(is_allowed)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/test.py:626(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:91(__init__)
       81    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1069(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:100(seed)
       24    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:883(load_proto)
      284    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3099(get_empty_list_help)
       24    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:829(__init__)
      219    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:51(normcase)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/base64.py:32(_translate)
       98    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:813(build_compare_key)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/pbkdf2.py:144(_get_hmac_prf)
        3    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:277(parse_dict_header)
       49    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1505(to_html)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1531(get_default_redirect)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urlparse.py:68(clear_cache)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:162(generate_key)
       25    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:591(removeFilter)
       60    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:173(unquote_header_value)
       48    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:929(load_binint1)
       66    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:630(dependents)
       25    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:584(addFilter)
        7    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:184(__get__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/idna.py:168(decode)
        4    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:385(_url_unquote_legacy)
      126    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:134(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:80(generate_key)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:212(http2time)
       13    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1108(__init__)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:742(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:1217(__init__)
       24    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:77(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1436(set_etag)
       21    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:495(items)
       29    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1037(is_sequence)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:639(escape_path)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/handlers.py:143(parse_mc3)
       10    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:1414(search)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:911(set_ok)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/handlers.py:403(__init__)
       21    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:564(add_join_context)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:217(any_cache_cleared)
      116    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:740(null)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib2.py:181(request_host)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib2.py:1259(parse_http_list)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:470(url_quote_plus)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:334(clean_action)
        9    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:94(on_update)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:216(_get_candidate_names)
      175    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_http.py:195(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:934(_ensure_sequence)
      140    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:633(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5654(invalidate_cache)
       30    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1367(__init__)
       16    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:313(split)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/test.py:551(_path_encode)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/test.py:359(_set_base_url)
        3    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1435(with_header)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:1376(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1063(__init__)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/context.py:1415(_get_record_list)
       35    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:336(<genexpr>)
       30    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:889(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/fnmatch.py:81(translate)
